KO id,KO_conf_final,KO_conf_raw,hmm_len,ORF_name,ORF_len,E-value,score,domain_evalue,domain_score,hmm from,hmm to,ali from,ali to,ORF_best_match,ORF_best_match_score,kofam_score_threshold,is_outcompeted,KO_annotation_conf,flag_is_dubious,flag_is_below_kofam_threshold,KO_Neighbors,KO_Neighbor_Count,Modules,KO_count,KO_Background_Freq
K08689,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K15750,K18088",2,M00543,34,0.002
K08690,0.0,0.0,273.0,SAMD00000344.contig00012_38,273.0,3.4999999999999996e-43,144.8,5.2999999999999995e-43,144.2,2.0,257.0,2.0,242.0,K00038,369.4,413.67,True,2.4471634292598247e-68,False,True,"K08689,K15750,K18087,K18088",4,M00543,233,0.011
K08691,0.067,0.067,320.0,SAMD00000344.contig00052_1,320.0,0.012,11.5,0.013,11.3,64.0,99.0,50.0,85.0,K03409,15.4,388.23,True,0.06278044076019879,False,True,"K14471,K14472",2,"M00346,M00373,M00613",1671,0.078
K08692,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00346,538,0.025
K08693,0.053,0.053,1295.0,SAMD00000344.contig00034_9,1295.0,5.9999999999999996e-40,134.1,7.9e-40,133.7,705.0,1115.0,4.0,420.0,K11751,218.8,778.53,True,3.1824337186620656e-26,False,True,"K00106,K01490,K19572",3,"M00958,M00959",5878,0.275
K08721,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00639,450,0.021
K08928,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K08929,K14468,K14469",3,"M00597,M00612,M00613",468,0.022
K08929,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K08928,K14468,K14469",3,"M00597,M00612,M00613",455,0.021
K08940,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K08941,K08943",2,"M00598,M00614",2,0.0
K08941,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K08940,K08943",2,"M00598,M00614",1,0.0
K08942,0.026,0.026,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K08940,K08941,K08943",3,"M00598,M00614",4143,0.194
K08943,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K08940,K08941",2,"M00598,M00614",1,0.0
K08963,0.084,0.084,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K16054,K23977",2,M00034,7393,0.345
K08964,0.02,0.02,313.0,SAMD00000344.contig00001_240,313.0,2.2e-20,70.4,1.1e-19,68.1,64.0,262.0,15.0,210.0,K03077,325.0,140.87,True,2.2790985454431053e-77,False,True,K23977,1,M00034,3647,0.17
K08965,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00034,960,0.045
K08966,0.006,0.006,236.0,SAMD00000344.contig00009_92,236.0,0.00017,18.3,0.00033,17.4,154.0,221.0,618.0,685.0,K12953,916.7,138.03,True,3.586343595238594e-271,False,True,K23977,1,M00034,1938,0.091
K08967,0.03,0.03,319.0,SAMD00000344.contig00019_17,319.0,0.0002,18.0,0.0002,17.9,120.0,168.0,45.0,92.0,K01569,29.0,50.57,True,0.0004817901223468403,False,True,"K16054,K23977",2,M00034,4382,0.205
K08969,1.0,1.0,391.0,SAMD00000344.contig00006_24,391.0,3.6000000000000003e-180,596.2,4.1e-180,596.1,2.0,390.0,1.0,391.0,K08969,596.2,539.73,False,1.0,False,False,K01244,1,M00034,3592,0.168
K08973,1.0,1.0,220.0,SAMD00000344.contig00009_83,220.0,0.009,12.6,480.0,-2.8,188.0,207.0,183.0,202.0,K08973,12.6,45.9,False,1.0,False,True,,0,M00121,8712,0.407
K09007,0.035,0.035,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00126,4771,0.223
K09011,0.002,0.002,493.0,SAMD00000344.contig00021_2,493.0,4.8e-10,35.7,340.0,-3.3,4.0,16.0,529.0,541.0,K01958,1831.2,618.3,True,0.0,False,True,,0,M00535,1076,0.05
K09018,0.007,0.007,359.0,SAMD00000344.contig00007_74,359.0,1.7e-10,37.9,8.6e-10,35.6,68.0,320.0,66.0,305.0,K23464,116.4,337.2,True,2.3396196771669605e-24,False,True,,0,M00939,2147,0.1
K09019,0.022,0.022,202.0,SAMD00000344.contig00019_16,202.0,0.0063,13.3,0.012,12.4,20.0,73.0,11.0,64.0,K19285,252.2,141.0,True,1.213204565241472e-72,False,True,,0,M00939,3756,0.176
K09020,0.966,0.966,315.0,SAMD00000344.contig00002_58,315.0,2.1e-29,100.0,2.7e-29,99.7,53.0,234.0,5.0,180.0,K09020,100.0,224.53,False,0.9603784337059234,False,True,,0,M00939,9520,0.445
K09021,0.006,0.006,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00939,2018,0.094
K09023,0.919,0.919,259.0,SAMD00000344.contig00001_138,259.0,2.3e-25,86.7,8.3e-25,84.8,12.0,256.0,26.0,295.0,K09023,86.7,205.13,False,0.9187701732056549,False,True,,0,M00939,1871,0.087
K09024,0.027,0.027,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00939,4202,0.196
K09065,0.003,0.003,343.0,SAMD00000344.contig00024_8,343.0,1.1999999999999999e-61,205.7,1.7e-61,205.2,4.0,342.0,3.0,329.0,K00611,469.0,400.4,True,5.4802723470405755e-80,False,True,,0,M00845,1483,0.069
K09128,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K25517,1,M00849,465,0.022
K09251,0.015,0.015,461.0,SAMD00000344.contig00024_9,461.0,1.5e-100,334.1,1.8e-100,333.8,59.0,432.0,17.0,376.0,K00821,493.9,498.63,True,7.859713089989497e-49,False,True,,0,M00956,3153,0.147
K09458,1.0,1.0,596.0,SAMD00000344.contig00022_32,596.0,2.3e-156,519.1,2.5e-156,518.9,92.0,495.0,2.0,405.0,K09458,519.1,488.93,False,1.0,False,False,"K00665,K00667,K00668,K19560,K19561",5,"M00083,M00572",19541,0.913
K09470,0.069,0.069,458.0,SAMD00000344.contig00009_15,458.0,4.2000000000000003e-81,269.8,6.800000000000001e-81,269.1,24.0,455.0,10.0,442.0,K01949,328.0,558.37,True,3.020328998313562e-18,False,True,,0,M00136,6728,0.314
K09471,0.209,0.209,538.0,SAMD00000344.contig00003_41,538.0,1.1e-14,50.8,1.4e-13,47.2,100.0,465.0,3.0,355.0,K03153,196.5,381.03,True,1.3801606206258333e-44,False,True,,0,M00136,11705,0.547
K09472,0.009,0.009,496.0,SAMD00000344.contig00002_191,496.0,2.1999999999999998e-116,386.3,2.7e-116,386.1,19.0,493.0,7.0,479.0,K07248,692.4,659.53,True,7.156790877594685e-93,False,True,,0,M00136,2391,0.112
K09473,1.0,1.0,254.0,SAMD00000344.contig00011_70,254.0,3.2e-45,151.6,3.5e-45,151.5,7.0,242.0,2.0,239.0,K09473,151.6,299.77,False,1.0,False,True,,0,M00136,938,0.044
K09476,0.008,0.008,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00746,2349,0.11
K09479,0.0,0.0,674.0,SAMD00000344.contig00008_11,674.0,1.3000000000000002e-60,202.6,1.6e-60,202.3,121.0,467.0,29.0,360.0,K18244,355.5,827.3,True,9.38671566754083e-47,False,True,,0,M00087,17,0.001
K09680,0.002,0.002,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K02318,1,M00120,1056,0.049
K09699,0.088,0.088,447.0,SAMD00000344.contig00010_5,447.0,5.9e-95,315.6,6.7e-95,315.4,149.0,432.0,20.0,333.0,K00627,376.0,418.17,True,6.573372777131267e-19,False,True,,0,M00036,7584,0.354
K09709,0.008,0.008,351.0,SAMD00000344.contig00001_224,351.0,0.0033,13.8,0.013,11.8,149.0,208.0,84.0,140.0,K17865,180.0,190.6,True,9.307107295714733e-51,False,True,"K08928,K08929,K14468,K14469,K14471,K14472,K15052",7,M00613,2268,0.106
K09722,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K06982,1,M00914,5,0.0
K09733,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K07072,K07144",2,M00935,682,0.032
K09735,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00914,0,0.0
K09778,0.007,0.007,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00866,2146,0.1
K09789,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00572,873,0.041
K09833,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K05928,1,M00112,96,0.004
K09834,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K05928,K09833",2,M00112,959,0.045
K09835,0.001,0.0,554.0,SAMD00000344.contig00011_46,554.0,3.5e-07,26.0,5.2e-07,25.5,33.0,76.0,14.0,57.0,K26318,449.9,539.9,True,2.473915365677056e-128,False,True,"K00514,K02293,K15744",3,M00097,475,0.022
K09880,0.013,0.013,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K23977,1,M00034,2889,0.135
K09882,0.07,0.07,411.0,SAMD00000344.contig00032_9,411.0,5e-15,52.7,1.9e-12,44.1,61.0,245.0,378.0,600.0,K03697,1094.1,181.6,True,3.2163441743e-314,False,True,,0,M00925,6775,0.317
K09883,0.025,0.025,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00925,4017,0.188
K09903,1.0,1.0,395.0,SAMD00000344.contig00007_90,395.0,7.899999999999999e-127,420.8,8.6e-127,420.7,105.0,341.0,5.0,241.0,K09903,420.8,91.7,False,1.0,False,False,"K13800,K13809",2,M00052,21310,0.996
K09913,0.047,0.047,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00106,K13480",2,"M00958,M00959",5549,0.259
K09949,0.012,0.012,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00060,M00866",2763,0.129
K09953,0.007,0.007,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K12977,K23082,K23159",3,M00867,2186,0.102
K10011,0.012,0.012,662.0,SAMD00000344.contig00015_19,662.0,8.4e-54,179.9,1e-53,179.6,16.0,278.0,11.0,278.0,K00604,319.7,642.6,True,8.241506513048549e-43,False,True,,0,M00761,2789,0.13
K10012,0.044,0.044,316.0,SAMD00000344.contig00004_89,316.0,3.7000000000000004e-59,197.5,4.1000000000000005e-59,197.4,11.0,309.0,2.0,306.0,K20534,385.4,336.0,True,2.731893813972866e-57,False,True,,0,M00761,5335,0.249
K10027,0.053,0.053,762.0,SAMD00000344.contig00029_3,762.0,1.5e-10,37.2,5.2e-07,25.5,90.0,120.0,5.0,35.0,K22699,44.5,517.13,True,0.00630568134116909,False,True,"K09835,K15744,K15745,K17841",4,M00097,5541,0.259
K10105,0.0,0.0,411.0,SAMD00000344.contig00001_191,411.0,1.7e-60,202.3,2.2000000000000002e-60,202.0,48.0,359.0,6.0,317.0,K03800,313.4,323.6,True,3.593912355004014e-34,False,True,,0,M00883,50,0.002
K10150,0.0,0.0,398.0,SAMD00000344.contig00016_42,398.0,1e-35,120.3,1.4e-35,119.8,108.0,386.0,13.0,299.0,K17216,429.9,436.8,True,6.325769201351669e-94,False,True,,0,"M00035,M00338",0,0.0
K10206,0.007,0.007,681.0,SAMD00000344.contig00006_24,681.0,4.4e-99,330.1,5.2e-99,329.9,251.0,645.0,10.0,389.0,K08969,596.2,374.87,True,7.868974787476475e-81,False,True,,0,M00527,2142,0.1
K10216,0.008,0.008,278.0,SAMD00000344.contig00031_5,278.0,2.5e-26,90.0,4.5e-26,89.2,7.0,272.0,5.0,289.0,K18457,260.0,267.43,True,6.681911775230461e-52,False,True,,0,M00569,2241,0.105
K10217,0.005,0.005,484.0,SAMD00000344.contig00002_191,484.0,7.2e-131,434.2,8.5e-131,433.9,4.0,480.0,5.0,477.0,K07248,692.4,684.27,True,1.87955535008945e-78,False,True,,0,"M00038,M00569",1837,0.086
K10222,0.001,0.001,282.0,SAMD00000344.contig00001_219,282.0,7.3e-18,61.8,0.015,11.6,214.0,280.0,193.0,259.0,K00433,192.5,472.6,True,4.522510321666857e-40,False,True,"K08689,K08690,K18087,K18088",4,M00543,712,0.033
K10527,0.0,0.0,979.0,SAMD00000344.contig00001_226,979.0,2.4e-47,158.7,2.5999999999999997e-47,158.5,51.0,239.0,12.0,203.0,K01715,364.2,706.57,True,1.3751050945009502e-62,False,True,,0,M00087,62,0.003
K10534,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00531,M00615",32,0.001
K10535,0.004,0.004,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K10945,K10946",2,"M00528,M00804",1697,0.079
K10616,0.051,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K10617,1,M00419,31,0.001
K10617,1.0,1.0,252.0,SAMD00000344.contig00018_18,252.0,9.6e-45,150.5,1.3000000000000002e-44,150.0,2.0,248.0,4.0,247.0,K10617,150.5,533.0,False,1.0,False,True,K10616,1,M00419,14,0.001
K10618,0.146,0.0,489.0,SAMD00000344.contig00002_191,489.0,1.4999999999999999e-114,380.2,1.8e-114,380.0,6.0,485.0,5.0,479.0,K07248,692.4,814.67,True,1.0433628128633656e-94,False,True,"K10616,K10617",2,M00419,470,0.022
K10619,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K10620,K10622,K10623,K16304,K18227",5,M00539,722,0.034
K10620,0.0,0.0,253.0,SAMD00000344.contig00013_17,253.0,1.7e-44,149.5,2.2e-44,149.1,5.0,249.0,25.0,267.0,K00065,379.8,287.63,True,4.707518100742375e-70,False,True,"K10623,K16304,K18227",3,M00539,150,0.007
K10621,0.01,0.01,293.0,SAMD00000344.contig00001_141,293.0,5.7e-07,26.1,6.8e-07,25.9,5.0,119.0,2.0,122.0,K11210,37.7,204.2,True,0.0002781010586446289,False,True,"K10620,K10622,K10623,K16304,K18227",5,M00539,2553,0.119
K10622,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K10623,K16304,K18227",3,M00539,236,0.011
K10623,0.0,0.0,288.0,SAMD00000344.contig00001_219,288.0,1.7e-12,44.1,6.5e-07,25.8,36.0,122.0,22.0,109.0,K00433,192.5,512.23,True,2.1239712970027456e-45,False,True,K18227,1,M00539,32,0.001
K10780,0.009,0.009,274.0,SAMD00000344.contig00001_227,274.0,1.1e-55,185.9,1.3e-55,185.7,6.0,248.0,18.0,261.0,K00046,287.6,260.43,True,2.428004240922623e-31,False,True,,0,M00083,2447,0.114
K10807,0.038,0.038,996.0,SAMD00000344.contig00004_45,996.0,2.8e-66,221.4,3.5000000000000003e-60,201.2,262.0,693.0,150.0,605.0,K00525,474.1,1526.43,True,8.50589653544756e-77,False,True,K18533,1,"M00053,M00938",4963,0.232
K10808,0.001,0.001,443.0,SAMD00000344.contig00004_46,443.0,3.3e-12,43.2,4.6e-12,42.7,91.0,368.0,23.0,306.0,K00526,281.2,619.67,True,2.263919769706703e-72,False,True,,0,"M00053,M00938",796,0.037
K10817,0.0,0.0,3549.0,SAMD00000344.contig00022_34,3549.0,1.0000000000000001e-28,95.4,6.800000000000001e-28,92.7,2564.0,2849.0,4.0,280.0,K00645,300.7,4623.27,True,1.5795809600013204e-62,False,True,"K14366,K14367,K15997,K24563",4,M00774,90,0.004
K10919,0.04,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K10935,K10963,K10964,K10966",4,M00852,4,0.0
K10920,0.046,0.0,221.0,SAMD00000344.contig00011_75,221.0,0.0079,12.7,0.013,12.1,62.0,102.0,15.0,55.0,K02171,111.9,,True,1.3734866088660494e-30,False,True,"K10919,K10935,K10963,K10964,K10966",5,M00852,24,0.001
K10928,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K10929,1,"M00576,M00850",84,0.004
K10929,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00576,M00850",4,0.0
K10930,0.023,0.0,236.0,SAMD00000344.contig00034_1,236.0,0.006,13.2,0.0099,12.4,22.0,40.0,2.0,20.0,K02246,95.6,206.97,True,1.5672141974285647e-25,False,True,"K10919,K10931,K10932,K10933,K10935,K10963,K10964,K10965,K10966",9,M00852,95,0.004
K10931,0.024,0.0,527.0,SAMD00000344.contig00034_3,527.0,0.014,11.5,0.02,10.9,6.0,32.0,2.0,28.0,K02248,79.3,172.37,True,3.891941412557232e-21,False,True,"K10919,K10930,K10932,K10933,K10935,K10963,K10964,K10965,K10966",9,M00852,75,0.004
K10932,0.024,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K10919,K10930,K10931,K10933,K10935,K10963,K10964,K10965,K10966",9,M00852,78,0.004
K10933,0.024,0.0,281.0,SAMD00000344.contig00001_185,281.0,0.00067,16.0,0.001,15.4,22.0,48.0,6.0,32.0,K24083,87.6,98.83,True,2.794166681937471e-22,False,True,"K10919,K10930,K10931,K10932,K10935,K10963,K10964,K10965,K10966",9,M00852,83,0.004
K10934,0.018,0.001,342.0,SAMD00000344.contig00005_2,342.0,6.5e-08,29.2,10.0,2.3,56.0,139.0,256.0,341.0,K02244,341.3,397.53,True,1.118248574624157e-94,False,True,"K10919,K10920,K10930,K10931,K10932,K10933,K10935,K10963,K10964,K10965,K10966",11,M00852,825,0.039
K10935,0.04,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K10919,K10963,K10964,K10966",4,M00852,4,0.0
K10944,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K10945,K10946,K16157,K16158,K16159,K16160,K16162",7,M00174,146,0.007
K10945,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K10944,K10946,K16157,K16158,K16159,K16160,K16162",7,"M00174,M00528,M00804",148,0.007
K10946,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K10944,K10945,K16157,K16158,K16159,K16160,K16162",7,"M00174,M00528,M00804",154,0.007
K10948,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K10929,1,M00850,264,0.012
K10952,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K10929,1,M00850,128,0.006
K10953,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K10929,1,M00850,326,0.015
K10954,0.005,0.005,408.0,SAMD00000344.contig00003_118,408.0,3.2e-05,20.5,4.4e-05,20.0,54.0,130.0,135.0,248.0,K06217,481.0,68.33,True,2.3751278754159424e-139,False,True,"K10929,K10948,K10952,K11018",4,M00850,1716,0.08
K10961,0.049,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K10919,K10920,K10935,K10963,K10964,K10966",6,M00852,77,0.004
K10962,0.019,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K10919,K10930,K10931,K10932,K10933,K10935,K10963,K10964,K10965,K10966",10,M00852,386,0.018
K10963,0.04,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K10919,K10935,K10964,K10966",4,M00852,4,0.0
K10964,1.0,1.0,152.0,SAMD00000344.contig00037_13,152.0,0.011,12.6,0.018,11.9,96.0,141.0,26.0,70.0,K10964,12.6,197.37,False,1.0,False,True,"K10919,K10935,K10963,K10966",4,M00852,8,0.0
K10965,0.022,0.0,530.0,SAMD00000344.contig00005_3,530.0,1.6999999999999999e-35,119.6,1.8999999999999998e-35,119.4,183.0,440.0,23.0,282.0,K02243,376.4,395.67,True,4.96017630635733e-78,False,True,"K10919,K10930,K10931,K10932,K10933,K10935,K10963,K10964,K10966",9,M00852,138,0.006
K10966,0.041,0.0,253.0,SAMD00000344.contig00002_105,253.0,0.00016,18.5,0.0014,15.4,41.0,104.0,30.0,95.0,K02236,186.0,,True,3.779860102044578e-51,False,True,"K10919,K10935,K10963,K10964",4,M00852,8,0.0
K10977,0.0,0.0,385.0,SAMD00000344.contig00021_2,385.0,8e-09,31.8,1.9e-08,30.6,150.0,267.0,681.0,798.0,K01958,1831.2,555.7,True,0.0,False,True,,0,M00608,62,0.003
K10978,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00608,259,0.012
K11003,0.012,0.012,526.0,SAMD00000344.contig00013_33,526.0,1.5e-27,93.7,3.7e-27,92.4,98.0,496.0,10.0,444.0,K12293,312.3,359.33,True,1.5661845947201625e-66,False,True,,0,M00575,2752,0.129
K11004,0.014,0.014,836.0,SAMD00000344.contig00013_34,836.0,7.4e-174,577.1,8.7e-174,576.9,78.0,772.0,18.0,724.0,K12292,1043.2,935.63,True,4.896875032356729e-141,False,True,,0,M00575,3058,0.143
K11006,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00363,42,0.002
K11007,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00363,102,0.005
K11014,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00856,542,0.025
K11018,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K10929,K10948,K10952",3,M00850,686,0.032
K11023,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K11024,K11025,K11026,K11027,K19298",5,"M00574,M00856",479,0.022
K11024,0.0,0.0,226.0,SAMD00000344.contig00024_10,226.0,0.002,15.1,0.0029,14.5,113.0,164.0,53.0,104.0,K00930,245.3,531.4,True,5.045392974784988e-70,False,True,"K11026,K11027",2,M00574,5,0.0
K11025,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K11024,K11026,K11027",3,M00574,26,0.001
K11026,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K11024,K11025,K11027",3,M00574,10,0.0
K11027,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K11024,K11025,K11026",3,M00574,10,0.0
K11029,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00859,10,0.0
K11030,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K08645,K11029",2,M00859,533,0.025
K11175,0.618,0.614,344.0,SAMD00000344.contig00003_39,344.0,2.1e-76,254.7,300.0,-2.3,135.0,157.0,655.0,679.0,K00602,749.3,201.53,True,1.2899240635345312e-149,False,True,"K01492,K01587,K06863,K13713",4,M00048,20041,0.936
K11176,0.002,0.002,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K01492,1,M00048,1060,0.05
K11177,0.036,0.036,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00106,K01081",2,"M00546,M00958,M00959",4866,0.227
K11178,0.037,0.037,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00106,K01081",2,"M00546,M00958,M00959",4896,0.229
K11180,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00596,266,0.012
K11181,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00596,267,0.012
K11204,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00118,0,0.0
K11205,0.0,0.0,304.0,SAMD00000344.contig00006_6,304.0,1e-16,58.2,1.4e-16,57.8,103.0,204.0,69.0,170.0,K23257,359.9,114.43,True,1.510946672933519e-91,False,True,,0,M00118,1,0.0
K11258,0.012,0.012,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00019,M00570",2846,0.133
K11260,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,K16177,1,"M00567,M00617",471,0.022
K11261,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00125,K00194,K00197,K00203,K00205,K00584,K03390,K04480,K14080,K14081,K14082,K14084,K14126,K14127,K14128,K16176,K16178,K22480,K22481",19,"M00567,M00617",597,0.028
K11262,0.0,0.0,2386.0,SAMD00000344.contig00021_2,2386.0,1.6000000000000001e-87,291.2,5.5e-84,279.5,163.0,656.0,3.0,448.0,K01958,1831.2,1207.3,True,0.0,False,True,,0,M00082,514,0.024
K11263,0.03,0.03,707.0,SAMD00000344.contig00021_2,707.0,2.1e-194,644.8,2.2e-17,59.6,542.0,659.0,1012.0,1134.0,K01958,1831.2,834.53,True,0.0,False,True,"K00665,K00667,K01964,K11262,K15036,K19312",6,"M00082,M00741,M00885,M00886,M00887",4425,0.207
K11311,0.001,0.001,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,M00637,713,0.033
K11381,0.021,0.021,1113.0,SAMD00000344.contig00010_6,1113.0,8.3e-124,411.8,9.5e-124,411.6,672.0,999.0,4.0,326.0,K00167,429.5,508.1,True,4.69642117070055e-06,False,True,,0,M00036,3688,0.172
K11389,0.0,0.0,,,,1000.0,0.0,,,,,,,,,,,0.0,,,,0,"M00001,M00002",16,0.001
K11395,0.0,0.0,289.0,SAMD00000344.contig00021_13,289.0,5.2000000000000006e-33,111.6,6.500000000000001e-33,111.3,2.0,276.0,7.0,287.0,K01714,313.7,319.6,True,1.4515696402705236e-61,False,True,,0,"M00309,M00633",0,0.0
K11440,0.0,0.0,400.0,SAMD00000344.contig00008_81,400.0,8.5e-104,344.6,9.4e-104,344.4,12.0,394.0,6.0,387.0,K00086,633.9,508.97,True,8.166242162944044e-88,False,True,,0,M00555,308,0.014
K11528,0.0,0.0,245.0,SAMD00000344.contig00016_35,245.0,2.5e-84,279.3,3.1e-84,279.0,5.0,243.0,6.0,243.0,K04042,612.5,318.27,True,4.97514158660595e-101,False,True,,0,M00909,277,0.013
K11529,0.032,0.031,719.0,SAMD00000344.contig00014_13,719.0,0.00096,14.8,0.0021,13.7,94.0,192.0,17.0,196.0,K00015,382.9,162.33,True,1.5518816435025165e-111,False,True,K08692,1,M00346,4532,0.212
K11532,0.008,0.008,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K01622,K02689,K02690,K02691,K02692,K02693,K02694,K02703,K02704,K02705,K02706,K02707,K02708,K05298",14,"M00003,M00165,M00611,M00612",2271,0.106
K11533,0.024,0.023,3029.0,SAMD00000344.contig00022_32,3029.0,3.3e-24,80.7,4.399999999999999e-24,80.3,2556.0,2942.0,47.0,400.0,K09458,519.1,2553.27,True,1.0677016181346719e-132,False,True,"K00667,K00668,K18473",3,"M00082,M00083",3918,0.183
K11540,0.001,0.001,2476.0,SAMD00000344.contig00006_16,2476.0,0.0,1119.1,0.0,1118.8,652.0,1698.0,5.0,1042.0,K01955,1656.9,3321.37,True,1.2766396595443704e-162,False,True,K11541,1,M00051,604,0.028
K11541,0.0,0.0,2221.0,SAMD00000344.contig00006_16,2221.0,0.0,1108.0,0.0,1107.7,448.0,1499.0,4.0,1052.0,K01955,1656.9,3431.47,True,5.816147073531964e-166,False,True,,0,M00051,4,0.0
K11608,0.01,0.01,338.0,SAMD00000344.contig00022_36,338.0,8.6e-72,239.1,1.1e-71,238.7,21.0,331.0,11.0,321.0,K21788,249.0,507.17,True,0.001045559433283414,False,True,,0,"M00885,M00886",2443,0.114
K11609,0.002,0.002,415.0,SAMD00000344.contig00022_32,415.0,7.499999999999999e-96,318.6,8.4e-96,318.5,11.0,414.0,2.0,403.0,K09458,519.1,585.87,True,4.4003363024032066e-61,False,True,,0,"M00885,M00886",1264,0.059
K11610,0.012,0.012,238.0,SAMD00000344.contig00022_33,238.0,5.3e-72,239.3,5.9e-72,239.2,8.0,235.0,5.0,238.0,K00059,268.8,398.57,True,1.317088998212666e-09,False,True,,0,M00886,2849,0.133
K11611,0.007,0.007,256.0,SAMD00000344.contig00022_26,256.0,3.4999999999999997e-62,207.3,3.8999999999999995e-62,207.1,4.0,253.0,3.0,250.0,K00208,326.8,281.23,True,1.06393603419254e-36,False,True,,0,M00886,2151,0.101
K11645,0.013,0.013,,,,1000.0,0.0,,,,,,,,,,,0.0,,,"K00150,K00844",2,"M00001,M00003",2905,0.136
